Concept	Group	Property	Object	min	max	Group operator
:LE_5003	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5004	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5005	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5006	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5007	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5008	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5009	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_501	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5010	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5011	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5012	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5013	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5014	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5015	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5016	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5017	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5018	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5019	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_502	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5020	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5021	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5022	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5023	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5024	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5025	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5026	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5027	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5028	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5029	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_503	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5030	0	im:SN_116680003	:CM_EndHospEvent			and
:LE_5031	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5032	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5033	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5034	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5035	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5036	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5037	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5038	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5039	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_504	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5040	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5041	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5042	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5043	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5044	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5045	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5046	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5047	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5048	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5049	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_505	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5050	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5051	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5052	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5053	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5054	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5055	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5056	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5057	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5058	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5059	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_506	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5060	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5061	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5062	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5063	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5064	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5065	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5066	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5067	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5068	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5069	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_507	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5070	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5071	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5072	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5073	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5074	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5075	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5076	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5077	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5078	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5079	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_508	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5080	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5081	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5082	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5083	0	im:SN_116680003	:CM_CancelHospEvent			and
:LE_5084	0	im:SN_116680003	:CM_CancelHospEvent			and
:LE_5085	0	im:SN_116680003	:CM_CancelHospEvent			and
:LE_5086	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5087	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5088	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5089	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_509	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5090	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5091	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5092	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5093	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5094	0	im:SN_116680003	:CM_TransferInpOp			and
:LE_5095	0	im:SN_116680003	:CM_TransferInpOp			and
:LE_5096	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5097	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5098	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5099	0	im:SN_116680003	:CM_EndHospEvent			and
:LE_51	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_510	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5100	0	im:SN_116680003	:CM_EndHospEvent			and
:LE_5101	0	im:SN_116680003	:CM_EndHospEvent			and
:LE_5102	0	im:SN_116680003	:CM_EndHospEvent			and
:LE_5103	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5104	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5105	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5106	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5107	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5108	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5109	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_511	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5110	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5111	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5112	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5113	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5114	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5115	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5116	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5117	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5118	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5119	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_512	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5120	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5121	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5122	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5123	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5124	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5125	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5126	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5127	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5128	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5129	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_513	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5130	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5131	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5132	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5133	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5134	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5135	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5136	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5137	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5138	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5139	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_514	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5140	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5141	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5142	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5143	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5144	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5145	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5146	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5147	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5148	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5149	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_515	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5150	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5151	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5152	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5153	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5154	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5155	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5156	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5157	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5158	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5159	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_516	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5160	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5161	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5162	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5163	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5164	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5165	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5166	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5167	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5168	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5169	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_517	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5170	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5171	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5172	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5173	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5174	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5175	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5176	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5177	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5178	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5179	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_518	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5180	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5181	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5182	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5183	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5184	0	im:SN_116680003	:CM_TransferWlInpOp			and
:LE_5185	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5186	0	im:SN_116680003	:CM_EndHospEvent			and
:LE_5187	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5188	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5189	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_519	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5190	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5191	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5192	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5193	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5194	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5195	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5196	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5197	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5198	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5199	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_52	0	im:SN_116680003	:CM_EndHospEvent			and
:LE_520	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5200	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5201	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5202	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5203	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5204	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5205	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5206	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5207	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5208	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5209	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_521	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5210	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5211	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5212	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5213	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5214	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5215	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5216	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5217	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5218	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5219	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_522	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5220	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5221	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5222	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5223	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5224	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5225	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5226	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5227	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5228	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5229	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_523	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5230	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5231	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_5232	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5233	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5234	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5235	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5236	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5237	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_5238	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5239	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_524	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5240	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5241	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5242	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5243	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5244	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5245	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_5246	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5247	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5248	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5249	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_525	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5250	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5251	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5252	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5253	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5254	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5255	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5256	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5257	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5258	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5259	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_526	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5260	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5261	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_5262	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5263	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5264	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5265	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5266	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5267	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5268	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5269	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_527	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5270	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5271	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5272	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5273	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5274	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5275	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5276	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5277	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5278	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5279	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_528	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5280	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5281	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5282	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5283	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5284	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5285	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5286	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5287	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5288	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5289	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_529	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5290	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5291	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_5292	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_5293	0	im:SN_116680003	:CM_Encowincu			and
:LE_5294	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_5295	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_5296	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_5297	0	im:SN_116680003	:CM_GPSurgeryConsultation			and
:LE_5298	0	im:SN_116680003	:CM_CancelHospEvent			and
:LE_5299	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_53	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_530	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5300	0	im:SN_116680003	:CM_TriageAssessmentEncounter			and
:LE_5301	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_5302	0	im:SN_116680003	:CM_Encowincu			and
:LE_5303	0	im:SN_116680003	:CM_TelephoneConsultation			and
:LE_5304	0	im:SN_116680003	:CM_AdministrativeEntry			and
:LE_5305	0	im:SN_116680003	:CM_TelephoneTriage			and
:LE_5306	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_5307	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_5308	0	im:SN_116680003	:CM_TelephoneConsultation			and
:LE_5309	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_531	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5310	0	im:SN_116680003	:CM_HomeVisit			and
:LE_5311	0	im:SN_116680003	:CM_EndHospEvent			and
:LE_5312	0	im:SN_116680003	:CM_Encowincu			and
:LE_5313	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_5314	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_5315	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5316	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_5317	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_5318	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_5319	0	im:SN_116680003	:CM_EndHospEvent			and
:LE_532	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5320	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_5321	0	im:SN_116680003	:CM_TelephoneConsultation			and
:LE_5322	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_5323	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_5324	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_5325	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_5326	0	im:SN_116680003	:CM_TelephoneConsultation			and
:LE_5327	0	im:SN_116680003	:CM_TelephoneConsultation			and
:LE_5328	0	im:SN_116680003	:CM_TelephoneConsultation			and
:LE_5329	0	im:SN_116680003	:CM_TelephoneConsultation			and
:LE_533	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5330	0	im:SN_116680003	:CM_AdministrativeEntry			and
:LE_5331	0	im:SN_116680003	:CM_AdministrativeEntry			and
:LE_5332	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_5333	0	im:SN_116680003	:CM_TelephoneConsultation			and
:LE_5334	0	im:SN_116680003	:CM_TelephoneConsultation			and
:LE_5335	0	im:SN_116680003	:CM_TelephoneTriage			and
:LE_5336	0	im:SN_116680003	:CM_TelephoneConsultation			and
:LE_5337	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_5338	0	im:SN_116680003	:CM_TelephoneConsultation			and
:LE_5339	0	im:SN_116680003	:CM_TelephoneConsultation			and
:LE_534	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5340	0	im:SN_116680003	:CM_TelephoneConsultation			and
:LE_5341	0	im:SN_116680003	:CM_TelephoneConsultation			and
:LE_5342	0	im:SN_116680003	:CM_TelephoneConsultation			and
:LE_5343	0	im:SN_116680003	:CM_TelephoneConsultation			and
:LE_5344	0	im:SN_116680003	:CM_TelephoneConsultation			and
:LE_5345	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_5346	0	im:SN_116680003	:CM_NightVisit			and
:LE_5347	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_5348	0	im:SN_116680003	:CM_TelephoneConsultation			and
:LE_5349	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_535	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5350	0	im:SN_116680003	:CM_TelephoneConsultation			and
:LE_5351	0	im:SN_116680003	:CM_TelephoneConsultation			and
:LE_5352	0	im:SN_116680003	:CM_TelephoneConsultation			and
:LE_5353	0	im:SN_116680003	:CM_TelephoneConsultation			and
:LE_5354	0	im:SN_116680003	:CM_TelephoneConsultation			and
:LE_5355	0	im:SN_116680003	:CM_TelephoneConsultation			and
:LE_5356	0	im:SN_116680003	:CM_TelephoneConsultation			and
:LE_5357	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5358	0	im:SN_116680003	:CM_TelephoneConsultation			and
:LE_5359	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_536	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5360	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_5361	0	im:SN_116680003	:CM_TelephoneConsultation			and
:LE_5362	0	im:SN_116680003	:CM_TelephoneConsultation			and
:LE_5363	0	im:SN_116680003	:CM_TelephoneConsultation			and
:LE_5364	0	im:SN_116680003	:CM_TelephoneConsultation			and
:LE_5365	0	im:SN_116680003	:CM_TelephoneConsultation			and
:LE_5366	0	im:SN_116680003	:CM_TelephoneConsultation			and
:LE_5367	0	im:SN_116680003	:CM_TelephoneConsultation			and
:LE_5368	0	im:SN_116680003	:CM_TelephoneTriage			and
:LE_5369	0	im:SN_116680003	:CM_TelephoneConsultation			and
:LE_537	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5370	0	im:SN_116680003	:CM_TelephoneConsultation			and
:LE_5371	0	im:SN_116680003	:CM_TelephoneConsultation			and
:LE_5372	0	im:SN_116680003	:CM_TelephoneConsultation			and
:LE_5373	0	im:SN_116680003	:CM_TelephoneConsultation			and
:LE_5374	0	im:SN_116680003	:CM_TelephoneConsultation			and
:LE_5375	0	im:SN_116680003	:CM_TelephoneConsultation			and
:LE_5376	0	im:SN_116680003	:CM_TelephoneConsultation			and
:LE_5377	0	im:SN_116680003	:CM_TelephoneConsultation			and
:LE_5378	0	im:SN_116680003	:CM_TelephoneConsultation			and
:LE_5379	0	im:SN_116680003	:CM_TelephoneConsultation			and
:LE_538	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5380	0	im:SN_116680003	:CM_TelephoneConsultation			and
:LE_5381	0	im:SN_116680003	:CM_TelephoneConsultation			and
:LE_5382	0	im:SN_116680003	:CM_TelephoneConsultation			and
:LE_5383	0	im:SN_116680003	:CM_GPSurgeryConsultation			and
:LE_5384	0	im:SN_116680003	:CM_TelephoneConsultation			and
:LE_5385	0	im:SN_116680003	:CM_TelephoneConsultation			and
:LE_5386	0	im:SN_116680003	:CM_TelephoneConsultation			and
:LE_5387	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5388	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5389	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_539	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5390	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5391	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5392	0	im:SN_116680003	:CM_NoteEncounter			and
